Axis,1,2,3,4,5,6,7,8,9
x,179494,143000,53507,239494,128000,90507,192494,130000,67507
y,161494,133494,132494,37000,29000,53000,0,0,14507
z,0,38000,219000,10000,110000,60000,20000,30000,190000
