Axis,1,2,3,4,5,6,7,8,9
x,302494,248000,208507,349494,278000,198507,333494,284000,226507
y,462494,409494,367494,364000,307000,345000,274000,278000,330000
z,168000,184000,263000,165000,243000,222000,193000,240000,193000
