trial,delta_stimulation,delta_target,reversed,response,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
0,1.4,1.54,False,0,6.6005589962005615,0.366868870207663,2.6607840061187744,7,False,1,0
1,1.54,1.54,True,1,0.9317309856414795,0.3994508237294133,5.956892013549805,4,False,1,1
0,0.2,0.1,False,1,1.012188196182251,0.243095960216548,0.8463749885559082,9,False,1,0
2,1.54,1.54,False,1,0.8163399696350098,0.1860001475011705,3.534719944000244,3,False,1,2
1,0.2,0.24000000000000002,True,0,1.073843002319336,0.30950397600395707,1.2705302238464355,5,False,1,1
2,0.24000000000000002,0.24000000000000002,True,1,1.4117960929870605,0.13993680490319368,0.8658721446990967,8,False,1,2
3,0.24000000000000002,0.38,True,0,1.1305029392242432,0.23414660934181458,1.7661511898040771,2,False,1,3
3,1.54,1.44,False,1,0.8410670757293701,0.251819121302449,2.8642849922180176,9,False,1,3
0,1.44,1.44,False,3,0,0,10.185669898986816,4,True,1,4
4,1.44,1.44,False,1,0.9896318912506104,0.135521778184141,2.841012954711914,3,False,1,5
5,1.44,1.44,False,1,0.920098066329956,0.16227333310214243,3.6690049171447754,2,False,1,6
4,0.38,0.52,False,0,0.9517629146575928,0.11944407029692414,1.0150609016418457,7,False,1,4
5,0.52,0.52,True,1,0.8789377212524414,0.14278678514432086,1.0070881843566895,8,False,1,5
6,1.44,1.58,True,0,1.569545030593872,0.3564246487387416,7.823085069656372,4,False,1,7
6,0.52,0.66,True,0,1.0814929008483887,0.1727097070971707,1.178339958190918,5,False,1,6
7,1.58,1.7200000000000002,False,0,1.1821911334991455,0.12285106214075621,5.679112911224365,2,False,1,8
7,0.66,0.66,True,1,0.8264970779418945,0.3567581533085423,1.4542179107666016,1,False,1,7
8,1.7200000000000002,1.7200000000000002,True,1,1.1573028564453125,0.23746446472340826,5.947419881820679,3,False,1,9
8,0.66,0.66,False,1,0.760380744934082,0.36598615539942303,0.9855899810791016,8,False,1,8
9,0.66,0.56,False,1,1.058133840560913,0.22799243420780377,1.9445879459381104,2,False,1,9
10,0.56,0.56,False,1,0.5811209678649902,0.1535212338479627,0.7139630317687988,9,False,1,10
11,0.56,0.56,False,1,1.2491071224212646,0.10832092275265032,2.271190643310547,4,False,1,11
9,1.7200000000000002,1.7200000000000002,False,1,1.3311758041381836,0.17719163521806608,9.2728750705719,7,False,1,10
10,1.7200000000000002,1.62,False,1,1.015354871749878,0.16989497172793677,8.38467288017273,3,False,1,11
12,0.56,0.7000000000000001,True,0,1.0418345928192139,0.30469282142448667,2.081721067428589,2,False,1,12
11,1.62,1.62,False,1,0.8986213207244873,0.3254278006230584,4.3873913288116455,9,False,1,12
12,1.62,1.7600000000000002,True,0,1.3474719524383545,0.24599936279425832,6.51099705696106,4,False,1,13
13,1.7600000000000002,1.7600000000000002,True,1,1.0048091411590576,0.36452252046283073,8.020533084869385,1,False,1,14
14,1.7600000000000002,1.7600000000000002,False,1,1.3655121326446533,0.12012549029387319,8.093776226043701,2,False,1,15
13,0.7000000000000001,0.8400000000000001,False,0,1.0443923473358154,0.36388989212632405,2.787374973297119,7,False,1,13
14,0.8400000000000001,0.8400000000000001,True,1,0.9201891422271729,0.20964523108812,2.2114267349243164,8,False,1,14
15,0.8400000000000001,0.9800000000000001,True,0,1.2179579734802246,0.16921791124390928,2.2149698734283447,5,False,1,15
15,1.7600000000000002,1.6600000000000001,False,1,1.0595817565917969,0.18115822418223854,8.282941102981567,3,False,1,16
16,0.9800000000000001,1.12,False,0,1.0730199813842773,0.27316278383239145,5.08868408203125,1,False,1,16
17,1.12,1.2600000000000002,False,0,1.2542011737823486,0.24063368134900825,5.292479038238525,2,False,1,17
18,1.2600000000000002,1.4000000000000004,False,0,1.1130001544952393,0.33961620863492314,0.5891611576080322,4,False,1,18
16,1.6600000000000001,1.6600000000000001,False,1,1.1645379066467285,0.10175784524434704,5.148716926574707,3,False,1,17
17,1.6600000000000001,1.6600000000000001,False,1,0.9571471214294434,0.17565524285413991,8.283796072006226,1,False,1,18
19,1.4000000000000004,1.4000000000000004,True,1,1.0797348022460938,0.29655054253313173,8.078996896743774,7,False,1,19
20,1.4000000000000004,1.4000000000000004,False,1,1.1117820739746094,0.2607217656916089,0.6821630001068115,5,False,2,0
