d,beta,c,Ad,hit_rate,fa_rate,correct,percent_hits,percent_crs,percent_all
2.0994,3.3102,-0.5702,0.9312,0.6842,0.0526,0.8273,70.9091,94.5455,82.7273
1.9973,0.6028,0.2535,0.9211,0.8947,0.2281,0.8455,92.7273,76.3636,84.5455
2.1595,1.8116,-0.2752,0.9366,0.7895,0.0877,0.8636,81.8182,90.9091,86.3636
