Axis,1,2,3,4,5,6,7,8,9
x,332494,268000,208507,319494,258000,198507,333494,274000,216507
y,432494,389494,397494,354000,287000,345000,244000,249000,270000
z,208000,254000,323000,235000,313000,332000,246000,240000,353000
