trial,interactor,cooling,response,time_delay,reaction_time,stimulus_time,position,failed,n_block,within_block_counter
1,1,1,1,0.3978600404292823,1.3185951709747314,1.7786660194396973,7,False,1,1
2,1,1,1,0.1653519399873538,1.2013869285583496,2.7962839603424072,3,False,1,2
3,0,1,0,0.2131137427341972,0.6183552742004395,2.7250328063964844,5,False,1,3
4,2,1,0,0.1526735183918715,0.7905840873718262,4.604067087173462,7,False,1,4
5,1,1,1,0.386469831430323,0.8680570125579834,2.3334648609161377,9,False,1,5
6,0,1,1,0.3552909036999816,0.7145709991455078,6.610792875289917,1,False,1,6
7,2,0,0,0.2045179410018946,1.01277494430542,2.0068359375,5,False,1,7
8,2,0,0,0.2126549837542956,0.9947640895843506,6.594990015029907,7,False,1,8
9,0,1,1,0.190042623631707,0.9987709522247314,2.675514936447144,3,False,1,9
10,1,0,0,0.3201035044494054,0.9004127979278564,2.9490880966186523,5,False,1,10
11,0,0,0,0.133292498146868,0.9413902759552002,3.1795990467071533,1,False,1,11
12,2,1,1,0.3987786301386099,0.9502053260803224,2.897854804992676,9,False,1,12
13,1,1,1,0.3511717640158096,1.3412868976593018,2.3195672035217285,3,False,1,13
14,0,1,0,0.1654004915846987,0.8920576572418213,6.031790018081665,4,False,1,14
15,1,0,1,0.3480463828624883,1.5523321628570557,2.499264001846313,8,False,1,15
16,2,1,1,0.302701951669008,0.988111972808838,3.2380001544952397,6,False,1,16
17,1,0,0,0.1795915949928274,1.664875030517578,2.546891689300537,4,False,1,17
18,0,1,1,0.2403044124864732,1.195051908493042,1.0622479915618896,8,False,2,0
19,1,0,0,0.3529339556336718,0.9618699550628662,3.307973146438598,2,False,2,1
20,0,0,0,0.1192854113033898,0.8325841426849365,2.8158280849456787,6,False,2,2
21,2,1,1,0.2043242227722762,0.8404068946838379,1.853222370147705,4,False,2,3
22,2,1,1,0.1807060974596026,0.7486248016357422,1.4323546886444092,2,False,2,4
23,2,0,1,0.273935414604889,0.883685827255249,6.746560096740723,9,False,2,5
24,1,1,1,0.1679597845021329,0.6458361148834229,1.3682210445404053,7,False,2,6
25,2,0,0,0.1411150579526714,0.5485937595367432,2.7673940658569336,5,False,2,7
26,1,1,1,0.169734262421525,0.5880389213562012,2.455153226852417,1,False,2,8
27,0,1,1,0.3526821529617221,0.6328270435333252,1.644148349761963,3,False,2,9
28,1,1,1,0.2270989566148849,0.6397480964660645,1.92139196395874,8,False,2,10
29,1,0,0,0.3902505868176854,0.6319518089294434,3.194064140319824,1,False,2,11
30,2,0,0,0.3414996169435332,0.5641148090362549,6.885801076889038,6,False,2,12
31,1,0,0,0.1137326530798847,0.8584761619567871,6.402683973312378,7,False,2,13
32,1,1,1,0.15433276376476968,0.4512038230895996,3.571704149246216,2,False,1,1
33,2,1,1,0.36818539771550485,0.34961485862731934,1.6281378269195557,6,False,1,2
34,2,0,0,0.28730831501155696,0.5274059772491455,3.991123914718628,4,False,1,3
35,2,1,0,0.10479123612597052,1.0429151058197021,1.3831501007080078,8,False,1,4
36,2,1,1,0.15598131690430161,0.47087693214416504,1.5187819004058838,6,False,1,5
37,2,1,1,0.31773623795817585,0.69809889793396,3.375378131866455,1,False,1,6
38,1,0,0,0.1264039598299304,0.5472860336303711,3.397371768951416,7,False,1,7
39,2,0,0,0.2746559915840982,1.4019107818603516,3.774303913116455,5,False,1,8
40,0,0,0,0.18307052283805392,0.775367021560669,1.5930979251861572,9,False,1,9
41,0,0,0,0.28679158923089676,0.6277570724487305,3.8318142890930176,3,False,1,10
42,1,1,1,0.38516294498473225,0.6675059795379639,2.194810152053833,4,False,1,11
43,0,0,0,0.15105041444048695,1.0737740993499756,2.2788820266723633,9,False,1,12
