trial,delta_stimulation,delta_target,reversed,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
0,0.2,0.1,False,1,yes ,yes ,0.98,3.287475109100342,0.22109191414160684,0.6930768489837646,9,False,1,0
1,0.2,0.0,False,1,yes ,yes ,0.99,2.596367120742798,0.2393466777431195,1.0361320972442627,1,False,1,1
0,1.4,1.2,False,1,yes ,yes ,0.98,2.669620990753174,0.2937407734086116,1.338047981262207,2,False,1,0
2,0.2,0.14,True,0,no ,no ,0.9,2.796449899673462,0.1524970065263742,0.43718671798706055,7,False,1,2
3,0.2,0.14,True,1,yes ,yes ,0.99,2.6228318214416504,0.18532214880967557,1.0976641178131104,3,False,1,3
1,1.2,1.0,False,1,yes ,yes ,0.98,2.5504801273345947,0.18582939677975593,1.0260441303253174,5,False,1,1
4,0.2,0.14,False,1,yes ,yes ,0.99,2.656686782836914,0.14816954090607212,0.7141580581665039,9,False,1,4
5,0.2,0.04000000000000001,False,1,yes ,yes ,0.98,2.9368817806243896,0.3181867449708855,0.9573619365692139,4,False,1,5
2,1.0,0.8,False,1,yes ,yes ,0.49,2.6660730838775635,0.2618397406291011,1.0932741165161133,3,False,1,2
0,0.2,0.04000000000000001,False,3,0,0,0,0,0,1.3366258144378662,8,True,1,6
3,0.8,0.6000000000000001,False,1,yes ,yes ,0.65,2.7166900634765625,0.23999481839317552,0.8321528434753418,5,False,1,3
0,0.6000000000000001,0.6000000000000001,False,3,0,0,0,0,0,1.20570707321167,9,True,1,4
6,0.2,0.04000000000000001,False,1,yes ,yes ,0.99,2.7099599838256836,0.12510367067164485,0.6161231994628906,1,False,1,7
4,0.6000000000000001,0.4000000000000001,False,1,yes ,yes ,0.99,3.0070009231567383,0.18527999078682478,0.9755470752716064,2,False,1,5
7,0.2,0.04000000000000001,False,1,yes ,yes ,0.99,2.635037899017334,0.33273060298022583,0.6280639171600342,7,False,1,8
8,0.2,0.18000000000000002,True,0,no ,no ,0.83,2.4550671577453613,0.28198539619373975,0.654224157333374,8,False,1,9
5,0.4000000000000001,0.20000000000000007,False,1,yes ,yes ,0.99,3.0426738262176514,0.20256363528420812,0.8794107437133789,5,False,1,6
0,0.20000000000000007,0.20000000000000007,False,3,0,0,0,0,0,1.0193991661071777,3,True,1,7
9,0.2,0.18000000000000002,True,1,yes ,yes ,0.99,2.596298933029175,0.2908218466875375,0.8710250854492188,4,False,1,10
10,0.2,0.32000000000000006,True,0,no ,no ,0.84,2.6000239849090576,0.19118968234279682,1.0810739994049072,2,False,1,11
0,0.20000000000000007,0.20000000000000007,False,3,0,0,0,0,0,1.3015108108520508,5,True,1,8
11,0.32000000000000006,0.32000000000000006,True,1,yes ,yes ,0.99,2.547996997833252,0.11082139356062658,0.9112861156463623,9,False,1,12
6,0.20000000000000007,0.3400000000000001,True,0,no ,no ,0.59,2.5318410396575928,0.31177950450736136,0.6242408752441406,7,False,1,9
12,0.32000000000000006,0.32000000000000006,False,1,yes ,yes ,0.99,2.915872573852539,0.32038450742414004,1.02911376953125,4,False,1,13
13,0.32000000000000006,0.22000000000000006,False,1,yes ,yes ,0.99,2.716977119445801,0.12509055764907878,0.924415111541748,6,False,1,14
14,0.22000000000000006,0.22000000000000006,False,1,yes ,yes ,0.99,2.8127260208129883,0.22425229671217045,0.9751651287078857,8,False,1,15
0,0.22000000000000006,0.22000000000000006,False,3,0,0,0,0,0,0.3910961151123047,2,True,1,16
7,0.3400000000000001,0.4800000000000001,False,0,no ,no ,0.79,2.6986820697784424,0.17678986253177315,0.7539279460906982,5,False,1,10
8,0.4800000000000001,0.4800000000000001,True,1,yes ,yes ,0.99,2.5165698528289795,0.39651388232534834,1.070235013961792,6,False,1,11
15,0.22000000000000006,0.3600000000000001,True,0,no ,no ,0.74,2.628535032272339,0.3802669213822859,0.6588728427886963,7,False,1,17
16,0.3600000000000001,0.3600000000000001,True,1,yes ,yes ,0.99,2.6768739223480225,0.22264557967640103,0.7555027008056641,3,False,1,18
9,0.4800000000000001,0.6200000000000001,True,0,no ,no ,0.72,2.778618097305298,0.12623083256784134,1.1315720081329346,8,False,1,12
17,0.3600000000000001,0.5000000000000001,True,0,no ,no ,0.76,2.52237606048584,0.14041326509426183,1.7769560813903809,1,False,1,19
18,0.5000000000000001,0.5000000000000001,True,1,yes ,yes ,0.99,2.6201839447021484,0.14105829217945837,1.3404319286346436,4,False,1,20
0,0.5000000000000001,0.5000000000000001,True,3,0,0,0,0,0,0.35291099548339844,7,True,1,21
19,0.5000000000000001,0.5000000000000001,False,1,yes ,yes ,0.99,2.8364951610565186,0.10992317791315581,1.220444917678833,8,False,1,22
20,0.5000000000000001,0.40000000000000013,False,1,yes ,yes ,0.99,2.6871302127838135,0.1713782742624289,1.2873659133911133,9,False,1,23
0,0.40000000000000013,0.40000000000000013,False,3,0,0,0,0,0,0.7813727855682373,2,True,1,24
10,0.6200000000000001,0.6200000000000001,True,1,yes ,yes ,0.99,2.6124048233032227,0.28469719473168875,0.985734224319458,3,False,1,13
11,0.6200000000000001,0.7600000000000001,True,0,no ,no ,0.75,2.564796209335327,0.24670005699249117,1.3275539875030518,7,False,1,14
21,0.40000000000000013,0.5400000000000001,True,0,no ,no ,0.81,2.4825170040130615,0.34765030407595465,1.0879967212677002,5,False,1,25
12,0.7600000000000001,0.7600000000000001,True,1,yes ,yes ,0.99,2.6982760429382324,0.27712749957586336,1.2430977821350098,8,False,1,15
22,0.5400000000000001,0.5400000000000001,True,1,yes ,yes ,0.99,2.613085985183716,0.1404678174443615,1.2381808757781982,3,False,1,26
13,0.7600000000000001,0.7600000000000001,False,1,yes ,yes ,0.99,2.624484062194824,0.3239531446928596,1.359201192855835,2,False,1,16
14,0.7600000000000001,0.6600000000000001,False,1,yes ,yes ,0.99,2.706941843032837,0.2806529584375671,1.0080649852752686,5,False,1,17
15,0.6600000000000001,0.6600000000000001,False,1,yes ,yes ,0.99,3.0020201206207275,0.1668765261608611,0.7741482257843018,6,False,1,18
16,0.6600000000000001,0.6600000000000001,False,1,yes ,yes ,0.99,2.6629319190979004,0.3675911530263014,2.4269702434539795,1,False,1,19
17,0.6600000000000001,0.8000000000000002,True,0,no ,no ,0.75,2.634425163269043,0.24454003939016603,1.2095651626586914,9,False,1,20
18,0.8000000000000002,0.8000000000000002,True,1,yes ,yes ,0.99,2.827908992767334,0.3680973736353522,1.4842782020568848,2,False,1,21
23,0.5400000000000001,0.6800000000000002,True,0,no ,no ,0.77,2.6318798065185547,0.27728692185191683,1.1042969226837158,7,False,1,27
19,0.8000000000000002,0.8000000000000002,False,1,yes ,yes ,0.99,2.927309989929199,0.14399302985613616,1.1550419330596924,4,False,1,22
20,0.8000000000000002,0.7000000000000002,False,1,yes ,yes ,0.99,2.760061025619507,0.3063459420211496,2.489625930786133,1,False,1,23
21,0.7000000000000002,0.8400000000000002,True,0,no ,no ,0.84,2.741835117340088,0.1652955575522948,0.9842109680175781,2,False,1,24
22,0.8400000000000002,0.9800000000000002,False,0,no ,no ,0.71,2.7828710079193115,0.2910344608201599,1.6503417491912842,7,False,1,25
23,0.9800000000000002,0.9800000000000002,True,1,yes ,yes ,0.99,2.7229480743408203,0.1241411422794208,1.6959991455078125,8,False,1,26
24,0.9800000000000002,0.9800000000000002,False,1,yes ,yes ,0.99,2.7382750511169434,0.2974649873221398,1.0336110591888428,6,False,1,27
25,0.9800000000000002,0.8800000000000002,False,1,yes ,yes ,0.98,2.688310146331787,0.16579399086966123,3.148685932159424,1,False,1,28
26,0.8800000000000002,1.0200000000000002,True,0,no ,no ,0.77,2.833858013153076,0.2828969698113367,1.020721197128296,7,False,1,29
27,1.0200000000000002,1.0200000000000002,True,1,yes ,yes ,0.99,2.8336668014526367,0.36997699075207313,3.588871955871582,4,False,1,30
28,1.0200000000000002,1.0200000000000002,False,1,yes ,yes ,0.99,2.5971388816833496,0.20488285697103326,1.2282512187957764,6,False,1,31
29,1.0200000000000002,0.9200000000000003,False,1,yes ,yes ,0.99,2.799696207046509,0.10682816027994049,1.3571059703826904,8,False,1,32
30,0.9200000000000003,0.9200000000000003,False,1,yes ,yes ,0.99,2.773098945617676,0.15220102354894655,1.631929874420166,2,False,1,33
31,0.9200000000000003,0.9200000000000003,False,1,yes ,yes ,0.95,2.977099895477295,0.16843358110213424,3.745887279510498,1,False,1,34
32,0.9200000000000003,0.8200000000000003,False,1,yes ,yes ,0.99,2.9886059761047363,0.28412857842882244,1.224107027053833,3,False,1,35
33,0.8200000000000003,0.8200000000000003,False,1,yes ,yes ,0.99,2.7019290924072266,0.31262259014033633,1.1890029907226562,9,False,1,36
34,0.8200000000000003,0.9600000000000003,True,0,no ,no ,0.8,3.238104820251465,0.1116227398856472,1.15187668800354,8,False,1,37
