trial,interactor,cooling,response,listened,hypothesis,confidence,time_delay,reaction_time,stimulus_time,position,failed,n_block,within_block_counter
40,0,0,0,no ,no ,0.75,0.21180284158247956,2.8197810649871826,1.6116690635681152,2,False,1,40
41,1,0,1,yes ,yes ,0.99,0.30495563108165064,2.683288097381592,2.1882801055908203,6,False,1,41
42,1,1,1,yes ,yes ,0.98,0.2123859982104152,2.6947741508483887,1.1217679977416992,4,False,1,42
43,1,0,0,no ,no ,0.83,0.22450199920050432,2.463850259780884,1.4359700679779053,2,False,1,43
44,1,1,1,yes ,yes ,0.99,0.11373769813422996,2.7054121494293213,1.422456979751587,6,False,1,44
45,1,1,1,yes ,yes ,0.99,0.22300568627069606,2.8723881244659424,1.8613779544830322,8,False,1,45
46,1,1,1,yes ,yes ,0.93,0.310354798183918,2.870292901992798,1.6374008655548096,4,False,1,46
47,1,1,0,no ,no ,0.69,0.3042190203235275,2.7452471256256104,2.2554309368133545,2,False,1,47
48,1,1,1,yes ,yes ,0.99,0.2265689084133705,2.6229498386383057,0.908128023147583,6,False,1,48
49,1,1,1,yes ,yes ,0.93,0.1899250486498425,2.963858127593994,1.7645487785339355,8,False,1,49
50,0,1,0,no ,no ,0.72,0.1517367539314239,2.623868942260742,2.379915952682495,1,False,1,50
51,0,0,0,no ,no ,0.87,0.14007571520650863,2.650834798812866,1.8134887218475342,3,False,1,51
52,1,1,1,yes ,yes ,0.99,0.25902204574083476,2.86141300201416,2.1083621978759766,8,False,1,52
53,1,1,0,no ,no ,0.67,0.2832287257559699,2.441977024078369,2.088585376739502,4,False,1,53
54,0,1,1,yes ,yes ,0.99,0.3587639638720085,2.6452810764312744,1.282850980758667,3,False,1,54
55,1,0,0,no ,no ,0.67,0.3880610283176149,2.9358861446380615,2.198960304260254,8,False,1,55
56,1,1,0,no ,no ,0.72,0.2724702388130308,2.3939318656921387,5.062058925628662,1,False,1,56
57,0,1,1,yes ,yes ,0.98,0.12289156313265168,2.7452280521392822,1.2187292575836182,6,False,1,57
58,0,1,1,yes ,yes ,0.98,0.35786046655262027,2.6443300247192383,1.2716097831726074,8,False,2,0
59,0,0,0,no ,no ,0.6,0.34435478829249777,2.4362618923187256,4.6501688957214355,2,False,2,1
60,0,1,1,yes ,yes ,0.64,0.1353195091610179,2.6188719272613525,1.8858959674835205,4,False,2,2
61,0,0,0,no ,no ,0.78,0.18681257539447732,2.634903907775879,1.942244052886963,8,False,2,3
62,0,1,1,yes ,yes ,0.99,0.26854675040970133,2.7464520931243896,0.8917231559753418,3,False,2,4
63,1,1,1,yes ,yes ,0.99,0.24317769076587467,2.617473840713501,1.8463313579559326,1,False,2,5
64,1,0,0,no ,no ,0.54,0.14247431196293317,2.4459240436553955,2.391298770904541,5,False,2,6
65,0,1,1,yes ,yes ,0.99,0.31108172741447027,2.822556257247925,1.149440050125122,7,False,2,7
66,0,0,0,no ,no ,0.83,0.20973644823820423,2.6140151023864746,2.543092966079712,1,False,2,8
67,1,0,0,no ,no ,0.81,0.35264226972421164,2.426244020462036,1.207977056503296,3,False,2,9
68,0,0,0,no ,no ,0.82,0.27024382629982474,2.6922972202301025,2.3120920658111572,8,False,2,10
69,1,0,0,no ,no ,0.77,0.3049689029843601,2.480790138244629,2.126365900039673,4,False,2,11
70,0,0,0,no ,no ,0.81,0.3500553585417252,2.760558843612671,1.4116170406341553,3,False,2,12
71,0,1,1,yes ,yes ,0.89,0.1924366947656569,2.681539297103882,0.994114875793457,9,False,2,13
72,1,0,1,yes ,yes ,0.99,0.2654258104339613,2.625830888748169,4.846497058868408,5,False,2,14
73,1,1,1,yes ,yes ,0.99,0.2522937626030627,2.6158411502838135,1.510699987411499,3,False,2,15
74,1,1,3,0,0,0,0,0,1.662665843963623,9,True,2,16
75,0,1,1,yes ,yes ,0.99,0.25850103133785673,2.5336709022521973,0.9604170322418213,5,False,2,17
76,1,0,1,yes ,yes ,0.99,0.3784383448814862,2.6154978275299072,2.18721604347229,7,False,2,18
77,1,0,0,no ,no ,0.76,0.34269389249768584,2.6133110523223877,4.624222040176392,1,False,2,19
78,1,0,1,yes ,yes ,0.99,0.2664527130293133,2.717583179473877,4.874591112136841,9,False,2,20
79,1,1,1,yes ,yes ,0.99,0.10048993021644455,2.756044864654541,1.5801961421966553,3,False,2,21
80,0,0,0,no ,no ,0.69,0.3184224232012348,2.509550094604492,1.523625135421753,4,False,2,22
81,0,0,0,no ,no ,0.63,0.3028785273862,2.839365005493164,1.6131188869476318,8,False,2,23
82,1,0,0,no ,no ,0.79,0.28432313999987724,2.7805988788604736,4.767359256744385,2,False,2,24
83,0,0,0,no ,no ,0.77,0.21972276808171357,2.5877599716186523,1.398751974105835,6,False,2,25
84,1,0,0,no ,no ,0.75,0.2854510753376491,2.607635974884033,2.008681058883667,4,False,2,26
85,0,0,0,no ,no ,0.75,0.22313761125751735,2.5271120071411133,1.414431095123291,8,False,2,27
86,0,1,1,yes ,yes ,0.99,0.2530131979751734,2.6063058376312256,1.1339478492736816,6,False,2,28
87,1,0,0,nope ,nope ,0.38,0.18090015427665251,2.514622926712036,2.550755023956299,1,False,2,29
88,0,0,0,no ,no ,0.72,0.18546529387245833,2.6866400241851807,1.4107561111450195,8,False,2,30
89,0,0,0,no ,no ,0.63,0.26739995134493966,2.604356050491333,1.7794220447540283,6,False,2,31
90,0,1,3,0,0,0,0,0,0.3669109344482422,2,True,2,32
91,1,0,0,no ,no ,0.81,0.14879617498853304,2.599464178085327,1.7524678707122803,7,False,2,33
92,1,1,1,yes ,yes ,0.99,0.30177374053890554,2.8101558685302734,1.713197946548462,6,False,2,34
93,1,0,0,no ,no ,0.83,0.2623892848849132,2.4180500507354736,4.913470983505249,2,False,2,35
94,1,0,0,no ,no ,0.86,0.21587256108003713,2.4242827892303467,2.45402193069458,8,False,2,36
95,0,1,1,yes ,yes ,0.99,0.39510984368182167,2.707063913345337,0.719167947769165,6,False,2,37
96,1,1,1,yes ,yes ,0.99,0.21967341499134693,2.579914093017578,2.187344789505005,2,False,2,38
97,0,1,1,yes ,yes ,0.99,0.2964916092155899,2.6943490505218506,2.1725008487701416,4,False,2,39
98,1,1,1,yes ,yes ,0.42,0.1333070553215796,2.753364086151123,1.6503000259399414,9,False,2,40
99,1,0,0,no ,no ,0.75,0.12468548041907115,2.583530902862549,2.4655301570892334,2,False,2,41
100,0,1,0,no ,no ,0.83,0.3463068220738081,2.381549835205078,2.0867416858673096,7,False,2,42
101,1,1,0,no ,no ,0.85,0.2967206247960945,2.5413780212402344,2.3715507984161377,9,False,2,43
102,0,1,0,no ,no ,0.74,0.11563492660664682,2.8187050819396973,2.556973934173584,5,False,2,44
103,1,0,0,nope ,nope ,0.37,0.21251829399151456,2.687436819076538,2.596787929534912,7,False,2,45
104,0,1,1,yes ,yes ,0.96,0.26724501287364244,2.5349559783935547,3.178205728530884,1,False,2,46
105,1,1,1,yes ,yes ,0.99,0.10226914858067974,2.6515581607818604,2.2239339351654053,5,False,2,47
106,0,1,1,yes ,yes ,0.99,0.3595110533105571,2.654160261154175,0.625697135925293,7,False,2,48
107,1,1,1,yes ,yes ,0.99,0.3831955207726824,2.644212007522583,5.062757253646851,1,False,2,49
108,0,0,0,no ,no ,0.81,0.3704479121473293,2.4157183170318604,1.213235855102539,5,False,2,50
109,1,0,1,yes ,yes ,0.98,0.16066632544054008,2.6896541118621826,2.673495054244995,9,False,2,51
110,1,0,0,no ,no ,0.85,0.19668687268060692,2.506381034851074,2.2160401344299316,8,False,2,52
111,1,0,0,no ,no ,0.79,0.16470809738982745,2.4532971382141113,1.5602097511291504,1,False,2,53
