trial,interactor,cooling,response,listened,hypothesis,confidence,time_delay,reaction_time,stimulus_time,position,failed,n_block,within_block_counter
1,0,0,0,no ,no ,0.69,0.32241409331755744,2.4565460681915283,4.469483137130737,5,False,1,1
2,1,0,0,no ,no ,0.8,0.15872402541340286,2.345257043838501,4.646798133850098,7,False,1,2
3,1,0,1,yes ,yes ,0.98,0.30111035637894384,2.593449354171753,4.549095869064331,9,False,1,3
4,0,0,0,no ,no ,0.82,0.20842840180623465,2.4368350505828857,4.649889230728149,3,False,1,4
5,1,1,1,yes ,yes ,0.93,0.3299659877992491,2.728656053543091,1.1957950592041016,7,False,1,5
6,0,1,1,yes ,yes ,0.99,0.2501246398572064,2.8406553268432617,0.8562979698181152,1,False,1,6
7,1,1,3,0,0,0,0,0,1.2868831157684326,6,True,1,7
8,1,1,1,yes ,yes ,0.99,0.12329975816415592,2.599217176437378,1.2368149757385254,7,False,1,8
9,0,1,1,yes ,yes ,0.85,0.2717197126382242,2.6324210166931152,1.4510471820831299,2,False,1,9
10,0,0,1,yes ,yes ,0.99,0.286248325279557,2.6297500133514404,4.656145811080933,9,False,1,10
11,1,1,1,yes ,yes ,0.99,0.22659464209989935,2.71439790725708,1.4104199409484863,4,False,1,11
12,0,0,1,yes ,yes ,0.99,0.2572597250208877,2.655618906021118,4.691756010055542,3,False,1,12
13,0,1,1,yes ,yes ,0.93,0.226070681504765,2.6388909816741943,0.9445810317993164,9,False,1,13
14,0,1,1,yes ,yes ,0.99,0.3965232998113243,2.6786859035491943,1.2453360557556152,5,False,1,14
15,0,1,1,yes ,yes ,0.99,0.24480064272103338,2.729072093963623,0.9311139583587646,3,False,1,15
16,1,1,1,yes ,yes ,0.47,0.16705926833057957,2.5396008491516113,1.097508192062378,7,False,1,16
17,0,1,1,yes ,yes ,0.98,0.13461734960227548,2.827583074569702,1.426764726638794,5,False,1,17
18,0,1,1,yes ,yes ,0.99,0.23519281476457074,2.833004951477051,0.6436772346496582,9,False,1,18
19,0,1,0,no ,no ,0.7,0.14527144941546372,2.6096599102020264,1.5715880393981934,1,False,1,19
20,1,0,0,no ,no ,0.82,0.32077029641829224,2.5657317638397217,0.8562660217285156,7,False,1,20
21,1,1,1,yes ,yes ,0.99,0.2880859233809233,2.3828821182250977,1.2723331451416016,5,False,1,21
22,1,0,0,no ,no ,0.73,0.2751585056140693,2.566056966781616,4.698228120803833,9,False,1,22
23,0,0,0,nope ,nope ,0.48,0.2571185524371137,2.9636669158935547,1.7193968296051025,1,False,1,23
24,0,0,1,yes ,yes ,0.99,0.24186530864885286,2.757756233215332,4.6408751010894775,5,False,1,24
25,1,0,1,yes ,yes ,0.99,0.31375526639631135,2.7384390830993652,1.1285779476165771,3,False,1,25
26,0,0,0,no ,no ,0.75,0.110265253146756,2.5159590244293213,1.7100560665130615,9,False,1,26
27,1,1,1,yes ,yes ,0.71,0.2216425542732154,2.4586310386657715,1.7401931285858154,7,False,1,27
28,0,1,1,yes ,yes ,0.99,0.19236095937555625,2.655299186706543,1.8381760120391846,1,False,1,28
29,0,1,1,yes ,yes ,0.99,0.16890339907515295,2.7253270149230957,1.247953176498413,5,False,1,29
30,1,0,0,no ,no ,0.73,0.3643476331003762,2.4454538822174072,1.9793453216552734,3,False,1,30
31,0,0,0,no ,no ,0.8,0.11492720383410787,2.666349172592163,1.7916688919067383,9,False,1,31
32,0,0,0,no ,no ,0.74,0.34115553811092203,2.6383919715881348,1.3813610076904297,4,False,1,32
33,1,1,1,yes ,yes ,0.99,0.33139343717686676,2.931528329849243,1.3643269538879395,2,False,1,33
34,0,0,0,no ,no ,0.75,0.23560512329477643,2.7657947540283203,4.706083059310913,6,False,1,34
35,1,1,1,yes ,yes ,0.99,0.10770794677063486,2.689422130584717,1.2546257972717285,4,False,1,35
36,0,0,1,yes ,yes ,0.99,0.20859810182725028,2.6786069869995117,1.2542221546173096,8,False,1,36
37,0,1,1,yes ,yes ,0.99,0.2005682825423194,2.712416887283325,1.7477366924285889,2,False,1,37
38,0,0,0,no ,no ,0.82,0.17755138279052607,2.5976829528808594,1.6454110145568848,6,False,1,38
39,0,0,0,no ,no ,0.72,0.24530333949017913,2.6904571056365967,1.2017860412597656,4,False,1,39
