Axis,1,2,3,4,5,6,7,8,9
x,282494,248000,208507,274494,255000,203507,343494,264000,206507
y,462494,399494,400494,364000,287000,345000,284000,278000,260000
z,171000,194000,323000,185000,283000,291000,143000,300000,333000
