Axis,1,2,3,4,5,6,7,8,9
x,357494,229000,186507,262494,248000,165507,321494,255000,208507
y,475494,481494,500494,452000,399000,436000,359000,360000,386000
z,144000,183000,214000,203000,289000,239000,157000,204000,329000
