trial,interactor,cooling,response,time_delay,reaction_time,stimulus_time,position,failed,n_block,within_block_counter
1,1,0,0,0.1222013715089103,1.2079050540924072,4.643681049346924,7,False,1,1
2,1,1,1,0.350138991865681,1.0450971126556396,0.9027941226959229,6,False,1,2
3,0,1,1,0.19320569339414834,1.0415260791778564,2.387485980987549,1,False,1,3
4,0,1,0,0.32385649003497363,1.2551658153533936,2.500593900680542,7,False,1,4
5,0,1,1,0.152918481802994,0.965911865234375,1.217702865600586,3,False,1,5
6,2,0,1,0.1775950745718051,1.080322027206421,4.642101764678955,9,False,1,6
7,2,0,1,0.1760587776429306,1.015141248703003,4.73454475402832,5,False,1,7
8,0,1,1,0.3709349076493208,1.289613962173462,2.44340181350708,1,False,1,8
9,0,0,1,0.274027251412225,1.3551228046417236,4.72611665725708,7,False,1,9
10,2,0,0,0.38643814149767197,1.308655023574829,4.651732921600342,5,False,1,10
11,1,0,0,0.14085208663388699,0.9772031307220459,4.808180332183838,3,False,1,11
12,1,1,0,0.367055762371963,1.1366620063781738,2.3463521003723145,1,False,1,12
13,2,0,0,0.39104972368703683,1.047133207321167,1.4077858924865723,7,False,1,13
14,1,1,1,0.36224836638769553,1.1068410873413086,4.094280242919922,5,False,1,14
15,1,0,0,0.14203472523208752,1.000108003616333,1.3970811367034912,9,False,1,15
16,2,0,0,0.2552802521959784,1.141752004623413,0.9739940166473389,3,False,1,16
17,1,0,0,0.3320484181457817,1.1105027198791504,1.3577980995178223,7,False,1,17
18,0,1,1,0.22855455530010765,1.0970971584320068,3.485200881958008,1,False,1,18
19,2,1,1,0.3666618173678401,0.9190361499786377,2.208601951599121,5,False,1,19
20,2,1,1,0.19748580032036,1.0364699363708496,1.4609580039978027,9,False,1,20
21,0,0,0,0.11408929613294082,1.1006431579589844,1.562258243560791,7,False,1,21
22,1,0,0,0.3992823110682694,0.9194869995117188,2.3231732845306396,5,False,1,22
23,1,0,0,0.24153327467453947,1.299184799194336,4.122147083282471,3,False,1,23
24,1,1,0,0.37168562636151636,1.1534879207611084,2.826688051223755,7,False,1,24
25,2,1,1,0.2071967834950515,0.9396460056304932,2.695362091064453,1,False,1,25
26,0,1,1,0.29672099923907724,1.1717000007629395,1.7907941341400146,9,False,1,26
27,2,1,3,0,0,1.175610065460205,3,True,2,0
28,2,0,0,0.16224786899065194,1.3124229907989502,4.606444835662842,5,False,2,1
29,0,0,0,0.3429688109496126,1.1724889278411865,4.814184904098511,1,False,2,2
30,2,0,1,0.1757488379189181,0.9632570743560791,1.517970085144043,9,False,2,3
31,1,1,3,0,0,1.3066580295562744,3,True,2,4
32,2,1,1,0.3797288842030567,0.9541792869567871,1.1099867820739746,5,False,2,5
33,0,1,1,0.2673085453822153,1.215575933456421,1.3011109828948975,7,False,2,6
34,1,0,0,0.3186830399672532,1.1577577590942383,3.1087732315063477,1,False,2,7
35,0,0,0,0.11566820245347592,1.0875871181488037,2.417314052581787,9,False,2,8
36,0,1,1,0.24165648610496046,0.9121909141540527,1.2227740287780762,3,False,2,9
37,0,0,1,0.38230522106598863,0.9606850147247314,1.671250820159912,5,False,2,10
38,0,0,0,0.35046055101184703,1.2008540630340576,2.6338939666748047,7,False,2,11
39,0,0,0,0.34687294767199406,0.9797909259796143,2.336832046508789,1,False,2,12
40,0,0,0,0.22044096627967988,0.9198958873748779,3.004262924194336,5,False,2,13
41,0,0,0,0.2869949436162539,0.9194910526275635,1.4033889770507812,3,False,2,14
42,2,1,1,0.2588636846111771,0.8037519454956055,1.0196051597595215,9,False,2,15
43,2,1,1,0.11429575597311936,0.7698392868041992,2.029827117919922,5,False,2,16
44,1,0,0,0.35504782154271175,1.3689308166503906,2.6524198055267334,7,False,2,17
45,0,0,0,0.25167490487654975,0.8818271160125732,2.1068592071533203,9,False,2,18
46,2,0,1,0.3843590583256723,1.1093637943267822,1.119107961654663,3,False,2,19
47,0,0,0,0.22214489344770366,0.9673399925231934,3.646531820297241,4,False,2,20
48,1,1,1,0.39906779585968144,1.0205860137939453,1.6238250732421875,9,False,2,21
49,1,1,1,0.10577730672628838,0.912773847579956,2.2133870124816895,3,False,2,22
50,1,0,0,0.23483113645395418,0.7884809970855713,1.3742437362670898,5,False,2,23
