Axis,1,2,3,4,5,6,7,8,9
x,313494,265000,217507,306494,263000,208507,363494,255000,186507
y,489494,439494,437494,384000,343000,385000,304000,308000,323000
z,143000,192000,190000,174000,263000,239000,132000,168000,283000
