d,beta,c,Ad,hit_rate,fa_rate,correct,percent_hits,percent_crs,percent_all
2.1293,9.2093,-1.0427,0.9339,0.5088,0.0175,0.7545,52.7273,98.1818,75.4545
2.0028,3.4509,-0.6185,0.9216,0.6491,0.0526,0.8091,67.2727,94.5455,80.9091
