trial,delta_stimulation,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed
[],0,0,[],[],[],2.773252248764038,0.3017523810416304,5.859968900680542,9,False
[],1.5,1,[],[],[],1.1584069728851318,0.35906682226967457,6.573267936706543,7,False
[],1.5,1,[],[],[],1.2543718814849854,0.3546515268941802,8.751791954040527,4,False
[],0,1,[],[],[],1.0313401222229004,0.14409681139997788,8.243718147277832,5,False
