Axis,1,2,3,4,5,6,7,8,9
x,342494,268000,208507,339494,278000,208507,333494,244000,226507
y,392494,389494,387494,354000,297000,345000,274000,268000,280000
z,138000,174000,223000,155000,243000,212000,173000,200000,293000
