Axis,1,2,3,4,5,6,7,8,9
x,332494,248000,208507,339494,278000,208507,343494,254000,221507
y,432494,403494,397494,359000,287000,335000,254000,258000,275000
z,194000,233000,301000,175000,308000,292000,203000,274000,343000
