trial,delta_stimulation,delta_target,reversed,response,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
0,0.2,0.4,False,0,1.5217258930206299,0.3731726673297635,0.9197418689727783,2,False,1,0
1,0.4,0.4,True,1,1.8108620643615723,0.1765631377126861,0.8285539150238037,6,False,1,1
2,0.4,0.54,True,0,1.161440134048462,0.14599773217520096,1.0785479545593262,7,False,1,2
3,0.54,0.54,True,1,0.7955808639526367,0.14336196102859464,2.3401458263397217,8,False,1,3
0,1.4,1.2,False,1,0.8061790466308594,0.2362789776894763,5.302973031997681,9,False,1,0
0,1.2,1.2,False,3,0,0,10.352492094039917,1,True,1,1
1,1.2,1.0,False,1,1.2341711521148682,0.33156954662785865,1.0120000839233398,6,False,1,2
0,0.54,0.54,True,3,0,0,1.1333839893341064,7,True,2,0
0,0.54,0.54,True,3,0,0,0.9547381401062012,9,True,2,1
4,0.54,0.54,False,1,1.69852876663208,0.22459644154043173,1.2027032375335693,8,False,2,2
0,1.0,1.0,False,3,0,0,1.0347340106964111,6,True,1,3
0,0.54,0.54,False,3,0,0,0.8961360454559326,3,True,2,3
2,1.0,0.8,False,1,0.7227251529693604,0.17625108791724184,1.1897850036621094,2,False,1,4
3,0.8,0.6000000000000001,False,1,0.8536791801452637,0.17248659428587584,0.7510459423065186,4,False,1,5
4,0.6000000000000001,0.7400000000000001,True,0,0.942436933517456,0.1083990346929691,0.6525959968566895,9,False,1,6
0,0.54,0.54,False,3,0,0,0.6585967540740967,3,True,2,4
5,0.54,0.68,True,0,0.9652400016784668,0.22007445644219412,1.1349270343780518,7,False,2,5
5,0.7400000000000001,0.7400000000000001,True,1,0.7747292518615723,0.399297784662765,0.7322709560394287,6,False,1,7
6,0.68,0.8200000000000001,False,0,0.9325370788574219,0.36527436959136683,0.8922910690307617,8,False,2,6
6,0.7400000000000001,0.8800000000000001,True,0,0.8964848518371582,0.13313488000219065,1.0100579261779785,9,False,1,8
7,0.8200000000000001,0.9600000000000001,False,0,0.9830169677734375,0.217222394776799,0.4050407409667969,3,False,2,7
8,0.9600000000000001,0.9600000000000001,True,1,0.7310161590576172,0.24845484034752893,0.8805491924285889,5,False,2,8
9,0.9600000000000001,0.9600000000000001,False,1,0.72564697265625,0.1830349154669476,0.9343502521514893,7,False,2,9
10,0.9600000000000001,1.1,True,0,0.9460170269012451,0.17402303627225363,1.0328731536865234,4,False,2,10
7,0.8800000000000001,0.8800000000000001,True,1,0.5630049705505371,0.3199637979432056,1.107469081878662,8,False,1,9
8,0.8800000000000001,0.8800000000000001,False,1,2.6397740840911865,0.18556492861155588,1.6011557579040527,1,False,1,10
9,0.8800000000000001,1.02,True,0,0.7530429363250732,0.19657921113578056,0.9152398109436035,6,False,1,11
11,1.1,1.1,True,1,0.4250812530517578,0.16046385637507876,2.068556785583496,2,False,2,11
10,1.02,1.1600000000000001,False,0,1.0912981033325195,0.22672309067679491,0.9828159809112549,3,False,1,12
11,1.1600000000000001,1.1600000000000001,True,1,0.53957200050354,0.3539349784991247,2.158656597137451,7,False,1,13
12,1.1600000000000001,1.3000000000000003,True,0,1.0120158195495605,0.21009312518122417,0.9688360691070557,8,False,1,14
12,1.1,1.1,False,1,0.8735496997833252,0.24622722792835006,2.894510269165039,1,False,2,12
13,1.1,1.2400000000000002,True,0,0.9076931476593018,0.12671241445101275,1.5329668521881104,3,False,2,13
14,1.2400000000000002,1.2400000000000002,True,1,0.3443009853363037,0.1610197333424562,0.8837368488311768,5,False,2,14
15,1.2400000000000002,1.3800000000000003,True,0,0.5715620517730713,0.3305440087247685,1.1898009777069092,9,False,2,15
16,1.3800000000000003,1.3800000000000003,True,1,1.445476770401001,0.1862329619071098,1.7877709865570068,6,False,2,16
