trial,delta_stimulation,delta_target,reversed,response,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
17,1.3800000000000003,1.3800000000000003,False,1,0.874396800994873,0.21472175076407962,5.101387023925781,1,False,2,17
0,1.3800000000000003,1.3800000000000003,False,3,0,0,10.067875862121582,7,True,2,18
18,1.3800000000000003,1.5200000000000005,True,0,0.9802470207214355,0.27200775987513126,4.122976064682007,4,False,2,19
13,1.3000000000000003,1.3000000000000003,True,1,0.4212048053741455,0.16691499008779676,2.1360130310058594,5,False,1,15
14,1.3000000000000003,1.3000000000000003,False,1,0.625607967376709,0.28925315362075676,5.243657827377319,2,False,1,16
15,1.3000000000000003,1.2000000000000002,False,1,0.5295591354370117,0.3155654732234223,1.679969072341919,3,False,1,17
19,1.5200000000000005,1.6600000000000006,False,0,0.6257390975952148,0.30479542029325224,4.723206996917725,4,False,2,20
16,1.2000000000000002,1.2000000000000002,False,1,0.3890998363494873,0.2922655358188339,1.368847131729126,8,False,1,18
17,1.2000000000000002,1.3400000000000003,True,0,1.0498580932617188,0.2907343165201036,2.0259950160980225,7,False,1,19
18,1.3400000000000003,1.4800000000000004,False,0,0.8196499347686768,0.22579077807415826,1.3287568092346191,9,False,1,20
20,1.6600000000000006,1.6600000000000006,True,1,0.5968320369720459,0.39157933080870555,3.117755889892578,6,False,2,21
19,1.4800000000000004,1.4800000000000004,True,1,0.7381329536437988,0.22575834796489855,3.9949421882629395,4,False,1,21
20,1.4800000000000004,1.4800000000000004,False,1,0.40354418754577637,0.23301723671822783,2.7509000301361084,8,False,1,22
21,1.4800000000000004,1.3800000000000003,False,1,0.5444967746734619,0.29436140774575326,4.720006942749023,2,False,1,23
22,1.3800000000000003,1.5200000000000005,True,0,2.097614049911499,0.22414938156129405,2.251727819442749,6,False,1,24
23,1.5200000000000005,1.5200000000000005,True,1,0.7935709953308105,0.29481908160816894,8.087196111679077,5,False,1,25
24,1.5200000000000005,1.5200000000000005,False,1,0.8362958431243896,0.25189930585555775,3.4252970218658447,8,False,1,26
25,1.5200000000000005,1.6600000000000006,True,0,0.9699630737304688,0.1775261211912051,1.9761581420898438,3,False,1,27
