trial,delta_stimulation,delta_target,reversed,response,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
9,0.9800000000000001,0.9800000000000001,True,1,0.9786980152130127,0.21160492020770733,0.8863270282745361,5,False,1,9
12,1.06,1.06,True,1,0.9946222305297852,0.24018432456289757,1.0083122253417969,1,False,1,12
0,0.9800000000000001,0.9800000000000001,True,3,0,0,1.2705111503601074,3,True,1,10
10,0.9800000000000001,1.12,True,0,0.7622678279876709,0.3527006105542434,1.2623538970947266,4,False,1,11
11,1.12,1.12,True,1,1.094419002532959,0.15677696879152006,1.5185012817382812,6,False,1,12
13,1.06,1.06,False,1,1.2800571918487549,0.1526183301225174,1.019624948501587,1,False,1,13
12,1.12,1.12,False,1,1.0068790912628174,0.22532496190856377,1.1444783210754395,9,False,1,13
13,1.12,1.02,False,1,0.9629759788513184,0.2952942525849628,1.4074888229370117,3,False,1,14
14,1.02,1.02,False,1,1.0455529689788818,0.2496436410932404,0.9272801876068115,6,False,1,15
14,1.06,1.2000000000000002,True,0,1.0069611072540283,0.13079669643718544,1.7470629215240479,1,False,1,14
15,1.2000000000000002,1.3400000000000003,False,0,1.0166172981262207,0.20677744541265106,0.9603230953216553,9,False,1,15
16,1.3400000000000003,1.3400000000000003,True,1,0.6388280391693115,0.10597286995039165,2.314845085144043,2,False,1,16
17,1.3400000000000003,1.4800000000000004,True,0,1.0172348022460938,0.16361471589134885,0.5927820205688477,4,False,1,17
15,1.02,1.02,False,1,1.016085147857666,0.14848195301386743,0.9986171722412109,5,False,1,16
18,1.4800000000000004,1.4800000000000004,True,1,1.0543742179870605,0.347237589669096,0.95115065574646,6,False,1,18
16,1.02,1.1600000000000001,True,0,0.9946091175079346,0.22471388245432222,1.0342137813568115,9,False,1,17
19,1.4800000000000004,1.4800000000000004,False,1,0.8154358863830566,0.376833495005368,1.7442090511322021,3,False,1,19
20,1.4800000000000004,1.6200000000000006,True,0,0.829340934753418,0.14753533464482965,1.4463238716125488,8,False,1,20
21,1.6200000000000006,1.6200000000000006,True,1,1.080901861190796,0.13216112066411767,4.361217737197876,1,False,1,21
17,1.1600000000000001,1.3000000000000003,False,0,0.8733739852905273,0.13355794677047694,1.1476571559906006,9,False,1,18
18,1.3000000000000003,1.3000000000000003,True,1,0.7792530059814453,0.1596147680405017,2.263852119445801,4,False,1,19
19,1.3000000000000003,1.3000000000000003,False,1,0.7488911151885986,0.2854073156164404,1.9741551876068115,2,False,1,20
20,1.3000000000000003,1.2000000000000002,False,1,1.178570032119751,0.15311417643224123,1.692004919052124,3,False,1,21
21,1.2000000000000002,1.2000000000000002,False,1,1.0329139232635498,0.23145534575505158,1.3954298496246338,8,False,1,22
22,1.2000000000000002,1.3400000000000003,True,0,0.7050559520721436,0.24352304495209778,1.426163911819458,7,False,1,23
23,1.3400000000000003,1.3400000000000003,True,1,0.710068941116333,0.15188510666856242,3.405329942703247,1,False,1,24
24,1.3400000000000003,1.3400000000000003,False,1,0.9254810810089111,0.3379564430882551,2.0781331062316895,4,False,1,25
25,1.3400000000000003,1.4800000000000004,True,0,1.7183198928833008,0.11777703162550254,2.3994500637054443,2,False,1,26
26,1.4800000000000004,1.4800000000000004,True,1,1.4471468925476074,0.22294429324903905,2.2641079425811768,3,False,1,27
27,1.4800000000000004,1.6200000000000006,True,0,0.949775218963623,0.2099707062004833,1.274428129196167,9,False,1,28
