trial,delta_stimulation,delta_target,reversed,response,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
0,0.2,0.1,False,1,5.852236986160278,0.25673149749348567,0.7900817394256592,6,False,1,0
0,1.4,1.4,False,3,0,0,0.7338969707489014,3,True,1,0
1,0.2,0.24000000000000002,True,0,1.5693540573120117,0.34271721865845445,0.9791772365570068,1,False,1,1
2,0.24000000000000002,0.38,False,0,1.1504840850830078,0.3564262466079099,0.938770055770874,7,False,1,2
3,0.38,0.52,False,0,1.1054890155792236,0.3096937443101715,1.4852120876312256,8,False,1,3
0,1.4,1.54,False,0,1.6393499374389648,0.13744790157988862,0.4126899242401123,3,False,1,1
4,0.52,0.52,True,1,0.6656093597412109,0.11134958215854432,1.305130958557129,6,False,1,4
1,1.54,1.6800000000000002,False,0,2.2022039890289307,0.18566653805873895,6.791331052780151,4,False,1,2
5,0.52,0.66,True,0,2.031365156173706,0.34528662465796034,2.1670262813568115,5,False,1,5
2,1.6800000000000002,1.6800000000000002,True,1,0.968029260635376,0.1974820276316644,5.574422121047974,3,False,1,3
6,0.66,0.8,False,0,1.481558084487915,0.2312290289561363,1.3247151374816895,8,False,1,6
7,0.8,0.9400000000000001,False,0,1.4690029621124268,0.32717346808366476,2.8178229331970215,7,False,1,7
3,1.6800000000000002,1.6800000000000002,False,1,0.7430672645568848,0.295760885529609,8.293274164199829,2,False,1,4
8,0.9400000000000001,0.9400000000000001,True,1,0.729985237121582,0.14064824193707173,3.119100332260132,6,False,1,8
0,1.6800000000000002,1.6800000000000002,False,3,0,0,10.390717029571533,8,True,1,5
4,1.6800000000000002,1.8200000000000003,True,0,3.1862311363220215,0.10140253716718763,8.00762391090393,9,False,1,6
0,0.9400000000000001,0.9400000000000001,True,3,0,0,1.1323342323303223,4,True,2,0
5,1.8200000000000003,1.8200000000000003,True,1,1.256103277206421,0.3836460427371695,0.6848740577697754,5,False,1,7
0,0.9400000000000001,0.9400000000000001,True,3,0,0,0.8067939281463623,6,True,2,1
9,0.9400000000000001,1.08,True,0,3.1689260005950928,0.10884727290149608,0.9640402793884277,2,False,2,2
6,1.8200000000000003,1.8200000000000003,False,1,2.5445802211761475,0.11378097257369267,0.9291901588439941,3,False,1,8
0,1.08,1.08,True,3,0,0,0.9613869190216064,7,True,2,3
10,1.08,1.2200000000000002,False,0,2.2563581466674805,0.16360492189037237,1.1198499202728271,8,False,2,4
7,1.8200000000000003,1.7200000000000002,False,1,1.559556007385254,0.22549723258277743,1.2068421840667725,5,False,1,9
11,1.2200000000000002,1.2200000000000002,True,1,0.9861571788787842,0.39781937185995764,0.8894250392913818,1,False,2,5
8,1.7200000000000002,1.7200000000000002,False,1,0.7958011627197266,0.16563388932593848,1.4025049209594727,3,False,1,10
12,1.2200000000000002,1.3600000000000003,True,0,1.938439130783081,0.3344710973929137,1.4959897994995117,4,False,2,6
9,1.7200000000000002,1.8600000000000003,True,0,1.0352299213409424,0.28568575045234457,1.3492648601531982,7,False,1,11
13,1.3600000000000003,1.5000000000000004,False,0,0.7518210411071777,0.3479557602872361,1.0598537921905518,8,False,2,7
14,1.5000000000000004,1.5000000000000004,True,1,0.5747590065002441,0.36350435150218774,1.22157883644104,1,False,2,8
