trial,delta_stimulation,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed
1,0,1,yes ,yes ,0.27,1.252108097076416,0.17726421727710412,3.8170180320739746,4,False
2,1.5,1,yes ,yes ,0.94,3.1909189224243164,0.23315031955306156,1.5018019676208496,3,False
3,1.5,1,yes ,yes ,0.94,2.940178871154785,0.10949467547311596,2.59780216217041,5,False
4,0,1,yeah ,yeah ,0.31,2.8602049350738525,0.2033953587607784,1.497797966003418,2,False
