Axis,1,2,3,4,5,6,7,8,9
x,181494,155000,55507,251494,139000,104507,190494,158000,86507
y,183494,139494,141494,49000,39000,64000,4000,4000,16000
z,37000,60000,190000,19000,118000,77000,59000,40000,129000
