trial,delta_stimulation,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed
1,0,0,no ,no ,0.25,2.9053921699523926,0.13565051782849177,9.707473754882812,6,False
2,1.5,1,yes ,yes ,0.99,2.5454070568084717,0.1777563051432697,3.7601542472839355,8,False
3,1.5,1,yes ,yes ,0.99,2.658836841583252,0.25078704643949823,9.647821187973022,2,False
4,0,0,no ,no ,0.8,2.581435203552246,0.3187509601163906,3.2823023796081543,7,False
