trial,delta_stimulation,delta_target,reversed,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
0,1.4,1.54,False,0,no ,no ,0.41,2.983556032180786,0.3407989706111457,2.254955768585205,9,False,1,0
0,1.54,1.54,False,3,0,0,0.0,0.0,0.0,9.990169763565063,4,True,1,1
0,0.2,0.1,False,1,yes ,yes ,0.99,3.132063150405884,0.3965879319480712,1.369610071182251,5,False,1,0
1,0.2,0.0,False,1,yes ,yes ,0.99,3.1826939582824707,0.1317927918355637,1.2655649185180664,3,False,1,1
0,1.54,1.54,False,3,0,0,0.0,0.0,0.0,10.136075019836426,1,True,1,2
0,0.2,0.0,False,3,0,0,0.0,0.0,0.0,0.3967537879943847,9,True,2,0
2,0.2,-0.1,False,1,yes ,yes ,0.99,2.944210290908813,0.1273341977536177,1.2855842113494873,6,False,2,1
3,0.2,-0.2,False,1,yes ,yes ,0.99,2.957242965698242,0.2166078503638675,0.9951870441436768,7,False,2,2
1,1.54,1.54,True,1,yes ,yes ,0.83,2.8234219551086426,0.1051618844647505,1.5184886455535889,8,False,1,3
4,0.2,-0.3,False,1,yes ,yes ,0.99,2.7860219478607178,0.3081071190664199,0.9772579669952391,2,False,2,3
0,1.54,1.54,True,3,0,0,0.0,0.0,0.0,0.993405818939209,6,True,1,4
2,1.54,1.54,False,1,yes ,yes ,0.99,2.640430212020874,0.1676481143496536,1.3008921146392822,4,False,1,5
0,1.54,1.54,False,3,0,0,0.0,0.0,0.0,10.433888912200928,1,True,1,6
5,0.2,-0.16,True,0,no ,no ,0.63,2.5602691173553467,0.3533500834685199,0.8660871982574463,7,False,2,4
3,1.54,1.44,False,1,yes ,yes ,0.99,2.909410238265991,0.3221212153764206,2.3906466960906982,3,False,1,7
6,0.2,-0.02,False,0,no ,no ,0.68,2.620636224746704,0.311440549469299,0.4840779304504394,5,False,2,5
0,0.2,-0.02,False,3,0,0,0.0,0.0,0.0,1.0393998622894287,6,True,2,6
7,0.2,-0.02,True,1,yes ,yes ,0.99,2.922886848449707,0.3403301638195847,0.6846001148223877,7,False,2,7
8,0.2,0.12,True,0,no ,no ,0.7,2.638185977935791,0.2918964367446043,0.9357469081878662,3,False,2,8
4,1.44,1.44,False,1,yes ,yes ,0.99,2.858124017715454,0.3091609735614503,2.1482601165771484,4,False,1,8
5,1.44,1.44,False,1,yes ,yes ,0.99,2.7532529830932617,0.2353939148682308,1.8553857803344729,5,False,1,9
0,0.2,0.12,True,3,0,0,0.0,0.0,0.0,0.9842729568481444,6,True,2,9
6,1.44,1.58,True,0,no ,no ,0.65,2.4242019653320312,0.2156502587670213,3.2447760105133057,3,False,1,10
7,1.58,1.7200000000000002,False,0,no ,no ,0.69,2.76547908782959,0.3358141321874962,2.4400088787078857,8,False,1,11
9,0.2,0.26,False,0,no ,no ,0.65,2.7238593101501465,0.1509671543412934,1.350200891494751,1,False,2,10
8,1.7200000000000002,1.7200000000000002,True,1,yes ,yes ,0.99,2.8381130695343018,0.250579318160654,3.167562961578369,5,False,1,12
9,1.7200000000000002,1.7200000000000002,False,1,yes ,yes ,0.99,2.724427938461304,0.1096629859693556,2.636558055877685,7,False,1,13
0,1.7200000000000002,1.7200000000000002,False,3,0,0,0.0,0.0,0.0,10.327840089797974,3,True,1,14
10,0.26,0.4,False,0,no ,no ,0.62,2.6216912269592285,0.1482485534855123,1.3342242240905762,1,False,2,11
