trial,interactor,cooling,response,listened,hypothesis,confidence,time_delay,reaction_time,stimulus_time,position,failed,n_block,within_block_counter
1,0,0,0,no ,no ,0.58,0.16265536375759604,2.7561659812927246,3.5017881393432617,7,False,1,1
2,1,0,0,no ,no ,0.75,0.33020774733294966,2.777665615081787,3.927016258239746,1,False,1,2
3,0,0,0,no ,no ,0.88,0.17555139661289582,3.0056631565093994,4.244153022766113,5,False,1,3
4,0,1,0,no ,no ,0.67,0.3051838728123839,2.780074119567871,1.53668212890625,9,False,1,4
5,0,1,1,yes ,yes ,0.99,0.3436224809214806,2.8577871322631836,5.524600028991699,1,False,1,5
6,1,1,3,0,0,0,0,0,10.216877937316895,3,True,1,6
7,0,0,0,no ,no ,0.41,0.27653674546231477,2.8464441299438477,3.6384670734405518,8,False,1,7
8,0,1,1,yes ,yes ,0.99,0.3974286683606262,2.632704973220825,1.478299856185913,4,False,1,8
9,0,1,0,no ,no ,0.66,0.38657405241546205,2.952968120574951,1.6722710132598877,2,False,1,9
10,1,0,0,no ,no ,0.51,0.14522964756423648,2.881417989730835,1.5737271308898926,6,False,1,10
11,1,0,0,no ,no ,0.88,0.10927221244859295,6.162340879440308,3.990772008895874,7,False,1,11
12,0,0,0,no ,no ,0.4,0.2740579525130674,2.6034927368164062,1.81606125831604,2,False,1,12
13,1,1,3,0,0,0,0,0,1.7364180088043213,9,True,1,13
14,1,0,0,no ,no ,0.5,0.11105807130003305,2.605729103088379,2.0188560485839844,4,False,1,14
15,1,0,1,she ,she ,0.51,0.3837096071309023,6.518594980239868,2.075611114501953,3,False,1,15
16,1,0,0,no ,no ,0.9,0.21395409379888372,6.295844078063965,2.425733804702759,8,False,1,16
17,1,1,1,yes ,yes ,0.99,0.2115347818333574,2.9354729652404785,3.2230629920959473,1,False,1,17
18,1,1,3,0,0,0,0,0,10.23220705986023,3,True,1,18
19,0,0,0,no ,no ,0.64,0.37988498987294284,2.6668097972869873,1.8091912269592285,9,False,1,19
20,0,1,1,yes ,yes ,0.99,0.291236586872134,2.782423973083496,1.8326327800750732,5,False,1,20
21,0,0,0,no ,no ,0.82,0.269069074267838,6.112966060638428,4.055042266845703,3,False,1,21
22,1,1,0,no ,no ,0.85,0.3391721716115823,5.906210899353027,1.3586220741271973,9,False,1,22
23,0,0,0,no ,no ,0.57,0.10208067096322455,2.8590338230133057,3.723931074142456,4,False,1,23
24,1,0,0,no ,no ,0.49,0.20368481787374465,2.7252721786499023,1.7367780208587646,2,False,1,24
25,0,0,0,no ,no ,0.89,0.1608136090877777,6.166717290878296,1.8219959735870361,8,False,1,25
26,1,1,1,yes ,yes ,0.99,0.258140659343103,2.6459500789642334,2.3921737670898438,6,False,1,26
27,0,1,1,yes ,yes ,0.98,0.1053167322428258,7.045475244522095,2.5148651599884033,4,False,1,27
28,0,0,0,no ,no ,0.83,0.20813436973975957,2.577362060546875,2.7549309730529785,2,False,1,28
29,1,0,0,no ,no ,0.84,0.25993407970889454,5.880422115325928,2.1002719402313232,6,False,1,29
30,0,0,0,you know ,you know ,0.59,0.17459499974533227,6.859353065490723,4.424436092376709,8,False,1,30
31,1,0,0,no ,no ,0.46,0.11031842285774694,2.9796149730682373,3.036076068878174,1,False,1,31
32,1,0,0,no ,no ,0.49,0.26109490119820955,2.862848997116089,4.085993051528931,6,False,1,32
33,1,0,0,no ,no ,0.84,0.321714217571772,6.289711952209473,2.5843842029571533,7,False,1,33
34,0,1,3,0,0,0,0,0,10.062753915786743,1,True,1,34
35,1,1,1,yes ,yes ,0.99,0.33290508944186764,2.749008893966675,3.950244665145874,5,False,1,35
36,1,0,0,no ,no ,0.78,0.23650119597376637,6.272119998931885,3.89642596244812,9,False,1,36
37,0,1,1,yes ,yes ,0.99,0.30858455179064814,3.007577896118164,8.967077016830444,1,False,1,37
38,1,1,1,yes ,yes ,0.99,0.35592778756962196,2.9828407764434814,3.2014992237091064,5,False,1,38
39,1,1,1,yes ,yes ,0.99,0.39593717336084244,2.826634168624878,4.832978248596191,7,False,1,39
40,0,0,0,no ,no ,0.74,0.21707883601736042,5.673694133758545,1.9938018321990967,3,False,1,40
41,0,1,3,0,0,0,0,0,10.26266598701477,5,True,1,41
