Axis,1,2,3,4,5,6,7,8,9
x,321494,248000,218507,313494,248000,198507,343494,265000,176507
y,512494,459494,467494,434000,375000,415000,324000,335000,360000
z,164000,244000,263000,195000,286000,273000,184000,210000,302000
