trial,delta_stimulation,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed
1,0,0,nope ,nope ,0.25,3.0286238193511963,0.2268664224319118,9.693678140640259,3,False
2,1.5,1,yes ,yes ,0.99,2.441453695297241,0.18571101470269952,2.4419498443603516,1,False
3,1.5,1,yes ,yes ,0.99,2.5400938987731934,0.2908167400463844,1.3268849849700928,7,False
4,0,0,nope ,nope ,0.28,2.5346791744232178,0.15446954624861844,0.9199280738830566,9,False
