Axis,1,2,3,4,5,6,7,8,9
x,325494,268000,218507,286494,268000,208507,303494,274000,206507
y,488494,439494,437494,394000,335000,385000,314000,308000,320000
z,180000,224000,263000,265000,326000,253000,174000,210000,353000
