trial,interactor,cooling,response,time_delay,reaction_time,stimulus_time,position,failed,n_block,within_block_counter
1,1,0,0,0.2856395604594797,5.159706115722656,4.967081785202026,7,False,1,1
2,1,1,1,0.3234215539517759,0.46650195121765137,1.4094328880310059,2,False,1,2
3,0,0,1,0.24447689398284825,0.5874068737030029,1.497124195098877,9,False,1,3
4,2,1,1,0.27751199378765024,0.6628389358520508,1.3401269912719727,7,False,1,4
5,0,1,1,0.15068291220772176,0.4617788791656494,1.7746129035949707,1,False,1,5
6,2,0,1,0.21896787203305942,0.5737831592559814,4.83087420463562,9,False,1,6
7,1,1,0,0.3222181016871885,2.5153279304504395,1.6418156623840332,5,False,1,7
8,2,1,1,0.2823784140278264,0.3138010501861572,1.2700462341308594,3,False,1,8
9,1,1,1,0.14804069801474215,0.3382997512817383,1.468348741531372,9,False,1,9
10,2,0,1,0.17233119510282685,0.5544722080230713,5.06594705581665,1,False,1,10
11,0,0,0,0.2951344664377298,0.5905039310455322,1.6954290866851807,3,False,1,11
12,1,1,1,0.3863117638093666,0.3313279151916504,1.364901065826416,8,False,1,12
13,2,1,1,0.22691856702517263,0.5376310348510742,1.9118142127990723,4,False,1,13
14,1,1,1,0.1832758429367068,0.4710979461669922,1.4719808101654053,6,False,1,14
15,1,0,0,0.3226527880801304,0.42435503005981445,1.2374999523162842,2,False,1,15
16,2,0,0,0.33046032279478843,0.30678796768188477,1.3660039901733398,4,False,1,16
17,2,0,1,0.21133381501276602,0.39419007301330566,1.719243049621582,6,False,1,17
18,1,0,1,0.11816747935921951,0.5255560874938965,2.2396533489227295,8,False,1,18
19,1,0,1,0.2683096250481437,0.4988899230957031,1.840210199356079,4,False,1,19
20,2,0,1,0.15464888090903978,1.6407248973846436,1.6209418773651123,2,False,1,20
21,2,0,1,0.35108690710694856,0.3109111785888672,2.311797857284546,6,False,1,21
22,1,1,0,0.16062160331910422,0.5958142280578613,1.2453808784484863,8,False,1,22
23,0,1,1,0.3491691429633839,0.4904770851135254,2.5608108043670654,4,False,1,23
24,2,1,1,0.1056662092791054,0.40257787704467773,1.84922194480896,6,False,1,24
25,0,1,1,0.211116391108222,0.4707326889038086,1.287039041519165,8,False,1,25
26,1,1,1,0.26685757489759954,0.6178300380706787,7.882710933685303,1,False,1,26
27,1,1,1,0.35057109291269595,0.5460488796234131,1.6868808269500732,6,False,1,27
28,0,1,0,0.3458801541554924,0.46063899993896484,0.9873971939086914,8,False,1,28
29,0,0,0,0.14770855630137367,0.3864612579345703,1.6013457775115967,4,False,1,29
30,1,1,1,0.37808932563791275,0.647352933883667,1.7246770858764648,2,False,1,30
31,2,0,1,0.12416968628773568,0.4416201114654541,1.662233829498291,9,False,1,31
32,0,0,1,0.10396211889810354,1.0762531757354736,1.438615083694458,7,False,1,32
33,2,0,0,0.13424639414682066,0.5300710201263428,1.788619041442871,3,False,1,33
34,1,0,0,0.22109719809254416,0.544579029083252,1.6810362339019775,5,False,1,34
35,0,1,1,0.12586526518804408,0.601254940032959,2.131762981414795,1,False,1,35
36,2,1,1,0.13789137748458716,0.4698140621185303,1.5095539093017578,9,False,1,36
37,2,0,0,0.10568483534074755,0.3996880054473877,1.4551491737365723,7,False,1,37
38,2,1,0,0.36489648167034994,0.8776290416717529,3.748142957687378,5,False,1,38
39,1,1,0,0.27848434733410077,0.5783669948577881,1.7575690746307373,9,False,1,39
40,2,0,1,0.2226702380586743,0.704840898513794,1.6746680736541748,1,False,1,40
41,1,1,0,0.16132768261399494,1.0034246444702148,0.4549281597137451,7,False,1,41
42,2,1,1,0.11243793271585806,0.46230602264404297,1.9422671794891357,6,False,1,42
43,0,0,0,0.30602307206296375,0.5814347267150879,2.2176477909088135,2,False,1,43
44,0,1,3,0,0,1.0222270488739014,8,True,2,0
45,1,0,1,0.37445821328597917,0.9599699974060059,1.893754243850708,4,False,2,1
46,0,1,1,0.31819076152516146,0.9733777046203613,0.7840011119842529,6,False,2,2
47,0,1,3,0,0,1.1340532302856445,2,True,2,3
48,1,0,1,0.13664823452895064,0.7528021335601807,1.839054822921753,8,False,2,4
49,2,1,3,0,0,1.9022369384765625,6,True,2,5
