Axis,1,2,3,4,5,6,7,8,9
x,362494,278000,228507,349494,268000,228507,333494,294000,216507
y,422494,379494,377494,334000,277000,335000,254000,248000,270000
z,188000,234000,263000,195000,283000,282000,193000,210000,323000
