d,beta,c,Ad,hit_rate,fa_rate,correct,percent_hits,percent_crs,percent_all
1.1831,1.9617,-0.5695,0.7986,0.5088,0.1228,0.7,52.7273,87.2727,70.0
1.3756,3.6043,-0.9321,0.8346,0.4035,0.0526,0.6818,41.8182,94.5455,68.1818
0.1042,1.0625,-0.5815,0.5294,0.2982,0.2632,0.5182,30.9091,72.7273,51.8182
