Axis,1,2,3,4,5,6,7,8,9
x,312494,252000,198507,299494,228000,208507,313494,274000,206507
y,412494,388494,399494,354000,287000,325000,264000,258000,240000
z,240000,249000,346000,195000,303000,312000,233000,240000,373000
