trial,delta_stimulation,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed
1,0.0,0,no ,no ,0.62,7.047530889511108,0.2151483101189328,8.575562000274658,2,False
2,1.5,1,yes ,yes ,0.99,2.6747217178344727,0.1536458840724121,6.630475997924805,7,False
0,1.5,3,0,0,0.0,0.0,0.1536458840724121,10.260905027389526,4,True
3,0.0,0,no ,no ,0.47,2.581156015396118,0.164596640048048,6.239444971084595,3,False
