trial,delta_stimulation,delta_target,reversed,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed,n_block,within_block_counter
0,1.4,1.54,False,0,no ,no ,0.21,8.2328040599823,0.34100891390468513,3.594081163406372,5,False,1,0
0,0.2,0.4,False,0,no ,no ,1.0,9.452022075653076,0.16146414515126897,0.9996700286865234,8,False,1,0
1,0.4,0.4,True,1,yeah ,yeah ,0.6,2.755620002746582,0.284977332803771,0.9457941055297852,3,False,1,1
2,0.4,0.4,False,1,yes ,yes ,0.8,2.768554210662842,0.22785114607202173,1.2480950355529785,7,False,1,2
0,1.54,1.54,False,3,0,0,0,0,0,10.272382020950317,2,True,1,1
0,1.54,1.54,False,3,0,0,0,0,0,10.05271601676941,4,True,1,2
3,0.4,0.30000000000000004,False,1,yes ,yes ,0.48,2.725684881210327,0.22911119775444103,0.6403720378875732,6,False,2,0
4,0.30000000000000004,0.30000000000000004,False,1,yes ,yes ,0.72,2.7749650478363037,0.15506490469014733,0.9577462673187256,1,False,2,1
1,1.54,1.54,True,1,yeah ,yeah ,0.55,2.8783018589019775,0.2187490587799449,1.025083065032959,3,False,1,3
0,1.54,1.54,True,3,0,0,0,0,0,1.3572149276733398,5,True,1,4
2,1.54,1.54,False,1,yeah ,yeah ,0.44,2.7345221042633057,0.16366156954195726,1.0442028045654297,4,False,1,5
5,0.30000000000000004,0.44000000000000006,True,0,no ,no ,0.3,2.9058940410614014,0.3321257777026622,0.6547729969024658,7,False,2,2
3,1.54,1.6800000000000002,True,0,no ,no ,0.68,5.603848934173584,0.16156115012250263,0.9925658702850342,3,False,1,6
4,1.6800000000000002,1.6800000000000002,True,1,yes ,yes ,0.77,2.7005209922790527,0.27974490853110384,1.1107008457183838,8,False,1,7
0,0.44000000000000006,0.44000000000000006,True,3,0,0,0,0,0,1.4980149269104004,5,True,2,3
5,1.6800000000000002,1.6800000000000002,False,1,yes ,yes ,0.77,2.6372437477111816,0.3810853240624773,1.7571289539337158,2,False,1,8
6,0.44000000000000006,0.44000000000000006,True,1,yes ,yes ,0.72,2.5336010456085205,0.22096635863328984,1.0144362449645996,1,False,2,4
7,0.44000000000000006,0.44000000000000006,False,1,yes ,yes ,0.73,2.631459951400757,0.14041110251887567,0.7102150917053223,3,False,2,5
0,0.44000000000000006,0.44000000000000006,False,3,0,0,0,0,0,0.9180629253387451,6,True,2,6
0,1.6800000000000002,1.6800000000000002,False,2,no ,no ,0.2,10.000000953674316,0.35178735504371794,2.2876100540161133,4,False,1,9
6,1.6800000000000002,1.58,False,1,yes ,yes ,0.57,2.664151906967163,0.19698639704926113,1.8961498737335205,7,False,1,10
7,1.58,1.58,False,1,yes ,yes ,0.71,2.6849727630615234,0.3468803919144393,2.252997875213623,1,False,1,11
8,1.58,1.58,False,1,yes ,yes ,0.76,2.7978010177612305,0.14747705631202154,1.3340983390808105,9,False,1,12
0,0.44000000000000006,0.44000000000000006,False,3,0,0,0,0,0,1.0554659366607666,3,True,2,7
8,0.44000000000000006,0.3400000000000001,False,1,yes ,yes ,0.56,2.6545801162719727,0.28045254830366384,0.9766840934753418,8,False,2,8
9,1.58,1.48,False,1,yes ,yes ,0.79,2.60705304145813,0.26827905058739043,2.1155319213867188,1,False,1,13
10,1.48,1.62,True,0,no ,no ,0.35,2.812582015991211,0.39743052121195055,1.3505339622497559,2,False,1,14
0,1.62,1.62,True,3,0,0,0,0,0,10.34680724143982,5,True,1,15
0,0.3400000000000001,0.3400000000000001,False,3,0,0,0,0,0,0.9872229099273682,4,True,2,9
9,0.3400000000000001,0.3400000000000001,False,1,yes ,yes ,0.77,2.617908239364624,0.1144958989982785,0.9370632171630859,6,False,2,10
0,0.3400000000000001,0.3400000000000001,False,3,0,0,0,0,0,1.290593147277832,3,True,2,11
0,0.3400000000000001,0.3400000000000001,False,2,no ,no ,0.35,10.000000715255737,0.2770690332396024,0.620579719543457,2,False,2,12
0,0.3400000000000001,0.3400000000000001,False,2,no no no ,no no no ,0.08,10.000000953674316,0.32505616357826816,0.5727601051330566,8,False,2,13
11,1.62,1.62,True,1,yeah ,yeah ,0.61,2.8153510093688965,0.2765743310928347,1.349553108215332,9,False,1,16
12,1.62,1.7600000000000002,True,0,no ,no ,0.5,5.41710901260376,0.1359004776941552,2.0908870697021484,5,False,1,17
10,0.3400000000000001,0.4800000000000001,True,0,no ,no ,0.44,2.990755081176758,0.24502640840691572,0.7617878913879395,3,False,2,14
0,0.4800000000000001,0.4800000000000001,True,2,no ,no ,0.75,10.000001192092896,0.38481737354086376,1.3612940311431885,1,False,2,15
11,0.4800000000000001,0.4800000000000001,True,1,yes ,yes ,0.69,2.7855570316314697,0.1785605173200255,0.6710560321807861,6,False,2,16
12,0.4800000000000001,0.6200000000000001,True,0,no ,no ,0.38,3.080118179321289,0.1504871610729616,1.1165621280670166,4,False,2,17
13,1.7600000000000002,1.9000000000000004,False,0,no ,no ,0.98,8.525054931640625,0.2343213713792725,1.934129238128662,5,False,1,18
13,0.6200000000000001,0.7600000000000001,False,0,no ,no ,0.91,8.282883882522583,0.17976143876911166,1.1739788055419922,8,False,2,18
14,1.9000000000000004,2.0400000000000005,False,0,no ,no ,0.38,3.4612269401550293,0.3929406484372927,5.459980010986328,1,False,1,19
14,0.7600000000000001,0.9000000000000001,False,0,nope ,nope ,0.09,3.017204999923706,0.11632174404579695,1.0266590118408203,2,False,2,19
15,2,2.1800000000000006,False,0,no ,no ,0.79,6.242059946060181,0.10472751269423942,5.774631977081299,3,False,1,20
16,2,2.1800000000000006,True,1,yes ,yes ,0.64,2.7032179832458496,0.2499102920586738,1.6274983882904053,9,False,1,21
15,0.9000000000000001,1.04,False,0,no ,no ,0.2,5.963994026184082,0.3416578558573743,2.02606201171875,4,False,2,20
17,2,2.3200000000000007,True,0,no ,no ,0.29,3.035559892654419,0.29932123952200324,4.378490924835205,6,False,1,22
18,2,2.3200000000000007,True,1,yes ,yes ,0.79,2.798774003982544,0.15517651111757233,4.592082977294922,2,False,1,23
19,2,2.3200000000000007,False,1,yeah ,yeah ,0.51,2.840730905532837,0.14592614471104753,3.5830881595611572,3,False,1,24
16,1.04,1.1800000000000002,False,0,no ,no ,0.56,8.798128843307495,0.18812036280541677,1.3181843757629395,9,False,2,21
17,1.1800000000000002,1.3200000000000003,False,0,nope ,nope ,0.17,2.822021245956421,0.34955580054335134,1.459697961807251,6,False,2,22
20,2,2.2200000000000006,False,1,yes ,yes ,0.75,2.7054059505462646,0.18821720788470758,6.131589889526367,1,False,1,25
18,1.3200000000000003,1.4600000000000004,False,0,no ,no ,0.82,8.276546001434326,0.29328224848921325,8.37954592704773,3,False,2,23
0,1.4600000000000004,1.4600000000000004,False,3,0,0,0,0,0,1.1883201599121094,9,True,3,0
19,1.4600000000000004,1.4600000000000004,True,1,yes ,yes ,0.73,2.5219922065734863,0.16721555718987904,0.7425110340118408,6,False,3,1
20,1.4600000000000004,1.4600000000000004,False,1,yes ,yes ,0.83,2.5656497478485107,0.22114030310144414,1.3652386665344238,5,False,3,2
21,2,2.2200000000000006,False,1,yes ,yes ,0.56,2.479814052581787,0.11072979199727188,1.6608951091766357,7,False,1,26
0,2,2.2200000000000006,False,3,0,0,0,0,0,1.320720911026001,9,True,1,27
0,2,2.2200000000000006,False,3,0,0,0,0,0,10.287229776382446,3,True,1,28
0,2,2.2200000000000006,False,3,0,0,0,0,0,1.4409308433532715,6,True,1,29
22,2,2.2200000000000006,False,1,yeah ,yeah ,0.29,2.730726718902588,0.2141434400345592,1.2473692893981934,5,False,1,30
23,2,2.3600000000000008,True,0,no ,no ,0.66,2.807187080383301,0.2008322972006119,1.3869760036468506,7,False,1,31
24,2,2.3600000000000008,True,1,yes ,yes ,0.64,2.5563158988952637,0.12646016910866067,1.3281137943267822,8,False,1,32
0,1.4600000000000004,1.4600000000000004,False,3,0,0,0,0,0,10.214379072189331,3,True,3,3
21,1.4600000000000004,1.6000000000000005,True,0,no ,no ,0.51,2.769490957260132,0.2435520975809582,1.3403570652008057,2,False,3,4
22,1.6000000000000005,1.6000000000000005,True,1,yes ,yes ,0.87,2.615699291229248,0.39756818744860245,1.2517907619476318,9,False,3,5
23,1.6000000000000005,1.6000000000000005,False,1,yes ,yes ,0.65,2.6000709533691406,0.2931949491510679,1.2444190979003906,6,False,3,6
0,1.6000000000000005,1.6000000000000005,False,3,0,0,0,0,0,10.347189903259277,3,True,3,7
25,2,2.500000000000001,True,0,no ,no ,0.34,2.8783631324768066,0.19531557225724813,1.5798232555389404,7,False,1,33
24,1.6000000000000005,1.7400000000000007,True,0,no ,no ,0.83,9.332535028457642,0.14607106056790956,1.2653141021728516,2,False,3,8
25,1.7400000000000007,1.8800000000000008,False,0,now ,now ,0.21,2.7769339084625244,0.1857069310451978,1.6463661193847656,4,False,3,9
26,2,2.500000000000001,True,1,yes ,yes ,0.78,2.544449806213379,0.28619898518170495,3.8987298011779785,9,False,1,34
26,1.8800000000000008,1.8800000000000008,True,1,yes ,yes ,0.82,2.4118990898132324,0.15422579807675754,0.9978439807891846,6,False,3,10
0,1.8800000000000008,1.8800000000000008,True,3,0,0,0,0,0,10.213004112243652,3,True,3,11
27,1.8800000000000008,2.020000000000001,True,0,no ,no ,0.37,2.6563990116119385,0.30317366391796685,2.548617362976074,7,False,3,12
28,2,2.020000000000001,True,1,yes ,yes ,0.58,2.647505044937134,0.25766007571505134,2.0302281379699707,8,False,3,13
