Axis,1,2,3,4,5,6,7,8,9
x,322494,268000,182507,346494,273000,182507,333494,234000,204507
y,488494,426494,442494,372000,320000,372000,277000,298000,291000
z,140000,226000,346000,155000,293000,303000,214000,344000,353000
