trial,delta_stimulation,response,listened,hypothesis,confidence,reaction_time,time_delay,stimulus_time,position,failed
[],0,1,[],[],[],0.8971278667449951,0.22187011124792394,2.8550150394439697,8,False
[],1.5,1,[],[],[],0.6842350959777832,0.38491240996252585,4.8264429569244385,7,False
[],1.5,1,[],[],[],0.8149492740631104,0.28795955995412376,4.4588799476623535,1,False
[],0,0,[],[],[],0.8775370121002197,0.263484732624948,4.855278968811035,3,False
