Axis,1,2,3,4,5,6,7,8,9
x,332494,244000,218507,329494,254000,186507,330494,253000,196507
y,391494,389494,397494,364000,295000,345000,303000,320000,343000
z,170000,257000,272000,204000,286000,262000,194000,235000,335000
