d,beta,c,Ad,hit_rate,fa_rate,correct,percent_hits,percent_crs,percent_all
2.2006,3.1372,-0.5195,0.9402,0.7193,0.0526,0.8455,74.5455,94.5455,84.5455
1.4509,1.8814,-0.4356,0.8475,0.614,0.1228,0.7545,63.6364,87.2727,75.4545
